Material_Type,Strength_PSI,Weight_Capacity_KG,Biodegradability_%,CO2_Emission_Score_%,Recyclability_%,Cost_per_KG_USD,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score,Predicted_Cost,Predicted_CO2,Cost_Score,CO2_Score,AI_Recommendation_Score
Plywood (Lightweight),9221.91,39.27,54.04,49.54,59.87,4.23,0.5312005074476142,0.4913671567515536,0.5209215004925734,3.3869206403338965,54.777603,0.3128576419521809,0.43542427,0.37414095509893897
Plywood (Lightweight),13079.55,44.488653846153845,65.01,49.81,63.03,4.18,0.5382947462761928,0.5967887040463502,0.6077094067545178,3.7238052857195374,49.07719,0.23304357370376438,0.512022,0.3725327960681908
Plywood (Lightweight),11891.09,60.97,51.9,61.05,56.15,2.99,0.4183363923251704,0.628393411238131,0.5067967146280301,3.0977699599516275,60.359245,0.3813626701694456,0.3604225,0.37089258109836415
PHA Bioplastic,8546.34,9.9,89.13416666666666,62.43,66.0,3.43,0.4356925018934612,0.2944644163738447,0.5442091544351365,3.1598768707667646,59.71984,0.3666484192043318,0.36901432,0.36783137098102636
PHA Bioplastic,5366.97,1.83,89.13416666666666,62.27,53.85,3.100983606557377,0.4006562862913405,0.1881127934567824,0.471455050882951,3.1409208483085775,60.10872,0.3711394439242751,0.3637889,0.36746417334191356
Plywood (Lightweight),11183.72,32.46,53.35,46.92,69.85,4.36,0.5842912269628882,0.5034572426628391,0.5796938850334328,3.839594016671193,47.80915,0.2056111282030384,0.52906096,0.3673360440095087
Plywood (Lightweight),10309.65,70.64,60.09,54.9,55.37,3.81,0.4703387301186568,0.6609216889871057,0.5205215466317475,3.4448392509335792,55.25809,0.29913567509327355,0.42896783,0.36405175430612774
PHA Bioplastic,8883.27,10.65,80.61,52.2,57.82,3.98,0.5015463418328705,0.3310655436150505,0.5547213414372205,3.5092368897131827,54.551678,0.28387870922381864,0.4384601,0.3611694104209303
Plywood (Lightweight),8857.93,40.04,66.18,53.78,50.16,3.95,0.464605220903812,0.4771188234621877,0.504135208150383,3.572980495257556,53.79781,0.26877669566218887,0.44858998,0.35868333813222664
Plywood (Lightweight),8994.69,19.94,60.04,53.083703703703705,55.42,3.97,0.4865378011538425,0.3787191348752086,0.5071088124951213,3.616342261873923,53.273598,0.2585035085416276,0.45563394,0.35706872342707907
Plywood (Lightweight),10822.36,57.92,51.49,48.94,53.92,4.32,0.5186521989396617,0.6213531150984462,0.5308841552330792,3.845386449078765,49.373577,0.20423879615456209,0.5080394,0.356139105518611
Plywood (Lightweight),10403.37,17.68,51.96,58.23,68.57,4.45,0.4805143423377934,0.3831314700973868,0.5194793573725276,3.71020568889749,51.81765,0.23626556426870482,0.47519785,0.3557317079632861
Plywood (Lightweight),12678.77,58.82,59.33,57.47,63.03,3.84,0.4706098182277202,0.6426231622078291,0.5611447413172577,3.478069216026139,57.34489,0.291262895083505,0.40092707,0.34609498094324176
PHA Bioplastic,8343.79,6.491803278688525,80.69,61.36,57.43,3.75,0.4194371850542792,0.2755384034735911,0.5110887354773058,3.392151167522803,58.945755,0.3116184354173961,0.37941587,0.34551715256511284
Plywood (Lightweight),12348.21,40.74,58.03,59.74,50.13,3.69,0.4118517520828074,0.5374682909947104,0.5190447808416555,3.4759749494538155,57.899982,0.29175906472917834,0.39346814,0.34261360314248224
Plywood (Lightweight),8927.74,15.62,58.92,56.88,61.97,4.46,0.4726431481949001,0.3456263506312271,0.5025569783347149,3.638488843729017,55.521816,0.2532565825690052,0.4254241,0.3393403407687555
Aluminum Packaging,17319.76,35.91,1.31,64.31,93.31,2.78,0.5010105352183791,0.6034731654775858,0.551248286734999,3.1299528870656452,65.10006,0.37373795240241403,0.29671907,0.3352285133258408
Plywood (Lightweight),11097.72,15.41,54.9,52.43,60.36,4.48,0.5071340267609189,0.4004309117842278,0.5416243127643118,3.922495341516173,51.565804,0.18597030428989414,0.47858196,0.3322761346297646
PLA Bioplastic,9896.1,10.77,75.94,69.56,55.75,3.23,0.3419407346629638,0.3086912611198334,0.4911187914274977,3.0149831032704966,67.696785,0.4009763745033307,0.26182634,0.33140135544357513
Aluminum Packaging,15631.39,27.254200000000004,3.22,63.68,94.95,2.61,0.511497311285029,0.5259833852061886,0.5346854670231405,3.1044017214041686,66.85925,0.3797914858829833,0.2730804,0.32643594722806696
Aluminum Packaging,17487.8,13.95,2.620204081632653,61.37,85.17,3.32,0.5025688235294117,0.5018528408417344,0.5513181131111908,3.4728540710803615,61.22403,0.29249845728655866,0.3488022,0.32065033309350516
Plywood (Lightweight),9875.07,13.02,60.35510204081632,57.55,63.68,4.2,0.4718529260287806,0.3501058488014213,0.5209311018080179,3.6878932511010207,57.621925,0.241551784514918,0.39720446,0.31937812161422474
Aluminum Packaging,17895.31,41.55,2.620204081632653,61.45,98.81,3.08,0.542781931330472,0.6514285518735949,0.5845833375181002,3.4442602833806966,63.37805,0.2992728429826753,0.31985813,0.30956548838777626
PHA Bioplastic,6685.3,8.64,96.66,61.63,69.12,3.9,0.4521214238828578,0.2517395739872116,0.5398297219000522,3.6595459435987414,59.78103,0.24826777459233995,0.36819214,0.3082299554400146
Aluminum Packaging,11878.75,22.12,0.19,66.19,98.92,2.69,0.5012285685432971,0.416136363811566,0.4691476304798981,3.1864339089316656,68.2195,0.3603565763269492,0.25480253,0.30757955068521836
Aluminum Packaging,14279.41,44.38,3.91,64.9,91.6,3.51,0.4906672052511991,0.5828219286313319,0.503884898181446,3.366428373910632,65.34497,0.31771263066500544,0.29342818,0.3055704066334671
Aluminum Packaging,15796.36,15.34,1.18,69.83,99.61,2.78,0.4711349734915425,0.4528152864632508,0.5191770088454711,3.159060127433794,70.36141,0.3668419204784684,0.22602111,0.2964315157449868
Plywood (Lightweight),9920.25,45.9,58.52,63.55,69.86,4.09,0.4373760111083059,0.5043303291606878,0.5075924816294343,3.6648340702652393,62.186935,0.24701492169908035,0.3358634,0.29143916656281227
PHA Bioplastic,5494.66,1.67,92.91,63.39,65.61,3.94,0.4260397955061853,0.1870926863431396,0.5002640306968396,3.6521589578454416,63.161236,0.25001788518105217,0.3227715,0.28639468740063045
Aluminum Packaging,17359.14,44.09,1.79,72.36,93.15652173913044,3.99,0.429419072917467,0.6258659688430208,0.5220253235818904,3.620336762017746,64.568634,0.2575571391791046,0.30386,0.28070857394784393
Aluminum Packaging,15008.15,15.06,4.11,75.14,94.43,2.82,0.4086750037869224,0.4217582766732977,0.482412245051127,3.133949273845546,74.1726,0.3727911360616665,0.17480934,0.2738002363619795
Aluminum Packaging,14906.820204081634,25.7,3.03,74.19836734693877,90.27,2.84,0.4045154134958705,0.47655894254359,0.4739321632340162,3.1702224803432766,74.437904,0.3641973570971052,0.17124438,0.2677208699776908
Aluminum Packaging,14906.820204081634,15.78,4.93,63.22,92.34,4.37,0.5077319414289321,0.4534554212504601,0.523450574094106,3.3463991748976074,72.11685,0.32245791032937454,0.20243287,0.26244539059712135
Aluminum Packaging,14316.82,43.12,0.18,68.28,88.86,4.57,0.4525810098459984,0.5686034968980641,0.4787141488541449,3.4287946832116467,72.34007,0.3029369235049034,0.19943339,0.2511851549153698
Aluminum Packaging,11659.01,13.54,3.19,78.19,93.15652173913044,2.93,0.3779043039197391,0.3373650666533669,0.414793461916177,3.1522604462591293,77.69377,0.3684528879855238,0.12749451,0.24797370098700933
Aluminum Packaging,16884.65,27.19,1.94,67.64,93.15652173913044,3.93,0.471125712654907,0.541441977791441,0.5328781993825439,3.6936904725793345,68.28483,0.24017831784892718,0.25392467,0.2470514928420814
Aluminum Packaging,16506.39,42.85,3.84,65.66,97.53,4.56,0.5017417293612725,0.618883686317698,0.5470906177943664,3.909285104635993,64.755806,0.18910004843933592,0.30134493,0.2452224897824884
Aluminum Packaging,18231.51,13.43,3.51,70.92,90.66,3.44,0.4346535672809896,0.4903801542782003,0.5393905456412688,3.5587763753326787,71.034386,0.27214190868872823,0.21697819,0.24456005050906748
Aluminum Packaging,14058.05,31.05,3.28,81.6,93.15652173913044,2.85,0.3477730239399361,0.46781759421314,0.4390792013118874,3.154048385628927,78.862495,0.36802929279696395,0.11179012,0.239909706699309
Aluminum Packaging,10178.47,6.15,3.53,66.12,85.94,3.78,0.4629070992173693,0.2995174722091466,0.4239035035997086,3.8833970173272836,66.2217,0.19523340475456075,0.28164732,0.23844036465831675
Aluminum Packaging,13076.87,21.94,4.04,74.72,88.46,3.26,0.3944761878313556,0.4183297606326709,0.4421215313453693,3.379440177546677,75.91171,0.31462989894164817,0.15144044,0.23303517027503856
Aluminum Packaging,16852.2,14.92,0.12,85.42,93.15652173913044,2.55,0.3140189214405672,0.4330280801988549,0.4614019817223855,2.8830725946588287,84.767456,0.43222836084709215,0.03244382,0.23233609113864923
Aluminum Packaging,12935.16,15.66,2.82,64.62,86.81,4.41,0.4787713279474879,0.4087406552888229,0.4724400723388019,3.9296122326200735,66.562485,0.18428418401085023,0.27706814,0.2306761610667044
Aluminum Packaging,18256.61,21.48,3.62,63.81,95.19,3.96,0.511068611461752,0.5500863362139278,0.5759831182530931,3.688281092888669,71.94906,0.241459897777624,0.20468754,0.22307371677020543
Aluminum Packaging,11746.76,33.97,0.77,76.5,93.05,3.5,0.3925178364049482,0.4480989470617572,0.4174890344546335,3.48509950112256,75.67506,0.2895972933347246,0.15462047,0.2221088809756051
Aluminum Packaging,13852.62,47.19,3.49,87.86,88.31,2.55,0.2779191441555163,0.5304713497905794,0.4029305499461141,3.422840763971397,77.263115,0.30434751470606325,0.13328135,0.21881443242093324
Aluminum Packaging,16138.97,24.52,2.81,78.29,90.81,3.45,0.3699811234536733,0.4855346969234039,0.478089958095115,3.4615253179542465,76.689186,0.29518244389016945,0.14099336,0.21808790029744068
Aluminum Packaging,13955.23,36.04,1.91,68.38,94.71,4.34,0.4692473945973239,0.524641078362664,0.4879196678715483,3.954249648800821,69.13932,0.1784471343160985,0.24244261,0.21044487109786858
Aluminum Packaging,11956.74,12.63,3.16,80.21,88.31,3.17,0.3455157106791214,0.3337290488263132,0.4019849612101094,3.5643093477919217,76.72264,0.2708310473968071,0.14054382,0.2056874329353115
Aluminum Packaging,18733.61,10.07,3.51,61.37,94.2,4.85,0.5296588235294117,0.5076074744549043,0.5903834267497466,4.381090295268879,62.572887,0.07732086170310526,0.33067727,0.20399906629619374
Aluminum Packaging,16747.82,40.38,4.12,72.66,93.15652173913044,4.11,0.4267682271714433,0.5935249488031403,0.5161212624783792,3.8159911808207085,72.92683,0.21120306709734527,0.19154906,0.20137606491311355
Aluminum Packaging,10175.38,15.25,4.46,66.34,96.45,4.21,0.4924931456702852,0.3455173347469976,0.4459047479375377,4.159222086937381,67.48621,0.12988545484938263,0.26465583,0.1972706416626674
Aluminum Packaging,12507.46,9.06,1.79,74.45,97.59,3.6,0.424251949002777,0.3413125815119263,0.4481126310085808,3.840728350015532,74.12612,0.20534238410857875,0.17543387,0.19038812911941388
Aluminum Packaging,16840.45,27.254200000000004,4.76,71.65,90.04,4.46,0.4263431759656652,0.5307377805386242,0.5164237691135074,4.012766691258896,71.23162,0.1645833881216172,0.21432793,0.1894556597628655
Aluminum Packaging,17990.08,43.9,2.3,69.62,88.63,4.72,0.440050565513759,0.6447912092651632,0.5341054379648165,4.09936871010305,69.82648,0.1440658028378904,0.23320913,0.18863746799304187
Aluminum Packaging,10353.12,25.95,2.75,66.56,85.76,4.69,0.4584791921232011,0.4034343713134705,0.4230105174173915,4.3601098159573795,65.62877,0.08229151688311687,0.28961474,0.18595312695848043
Aluminum Packaging,17045.55,15.1,3.07,82.87,99.63,3.48,0.3559715450643775,0.4443660226816917,0.4928956200727155,3.474151794575567,81.92288,0.2921910031088969,0.07066703,0.18142901576801046
Aluminum Packaging,12580.09,45.91,2.4,84.91,93.41,3.05,0.3192857939914163,0.5051801585880894,0.4024834993695486,3.3257662849428984,84.55315,0.3273462153013096,0.03532356,0.18133488776959705
Aluminum Packaging,16288.17,35.48,2.97,79.55,95.2,3.83,0.3720175713203736,0.5415709102616755,0.484721053577319,3.6609380636912094,78.6551,0.2479379561527283,0.114576995,0.18125747576275025
Aluminum Packaging,11024.77,47.17,1.58,77.62,94.8,3.756470588235295,0.387871345619793,0.498039882051149,0.4072286299474628,3.8446332187351437,77.73021,0.2044172500522864,0.12700492,0.1657110857442981
Aluminum Packaging,18966.41,22.28,1.11,87.08,88.52,3.04,0.285441343095178,0.5100405520872403,0.4804486383639766,3.3616079248314925,86.8934,0.31885468227543146,0.0038770437,0.16136586299974576
Aluminum Packaging,11875.19,38.95,2.75,89.33,97.66,4.39,0.2929799999999999,0.4438627905459555,0.384068948752123,4.028804914535929,75.313095,0.16078364282378366,0.15948421,0.16013392522697056
Aluminum Packaging,13251.77,12.67,0.98,82.53,85.89,3.96,0.3177558369098712,0.3547212104648672,0.4039777625396142,3.685192409746473,82.22656,0.24219166270216297,0.066586375,0.1543890189693371
Aluminum Packaging,15636.59,7.19,2.51,74.19836734693877,94.67,4.3,0.4177154134958705,0.3967476338492606,0.4929519012075818,3.7937360993577687,80.56583,0.21647569859031168,0.088902116,0.15268890720607503
Aluminum Packaging,10532.75,46.59,0.88,74.19836734693877,89.79,4.51,0.4030754134958705,0.4935839030243922,0.4011723164186753,3.9010919769050822,78.75866,0.19104114864927368,0.113185406,0.15211327719023743
Aluminum Packaging,19441.72,46.32,1.43,79.92,95.39,4.09,0.3693181949002777,0.6610517090815783,0.5292780901359584,3.5752044325148593,85.16394,0.26824980468491855,0.02711618,0.14768299207558305
Aluminum Packaging,14906.820204081634,49.34,1.99,77.55,96.53,4.22,0.3936798762938652,0.5892039178629235,0.4716774996278711,3.993768056026651,77.825035,0.16908450857879154,0.1257307,0.14740760095954653
Aluminum Packaging,14152.6,19.32,3.15,73.21,96.6,4.89,0.4322387780863419,0.4308522020525213,0.4789371270979525,4.278570343320689,72.86364,0.10160969336609316,0.19239813,0.14700391212990022
Aluminum Packaging,18416.46,47.54,1.63,88.12,98.85,3.25,0.3072417445089623,0.6255058476821629,0.4897252523442194,3.5686861688528264,87.18193,0.26979409929112463,0.0,0.13489704964556232
Aluminum Packaging,19039.93,36.49,4.81,85.49,87.0,3.51,0.2949308255491037,0.5883644444474745,0.4919724616203407,3.793987652311427,84.634155,0.216416101143867,0.03423506,0.12532558067943167
Aluminum Packaging,13486.1,10.31,2.42,87.78,95.5,3.72,0.3001960363544559,0.3341979961734292,0.4098154747129039,3.7612520007562074,86.03921,0.22417176933228744,0.015355051,0.11976340994804985
Aluminum Packaging,12674.48,23.16,1.17,81.47,99.44,4.8,0.3677721585458217,0.3992597122736169,0.4265643107047019,4.176489187274715,80.33919,0.12579456634005726,0.091947496,0.10887103113870233
Aluminum Packaging,18880.62,6.61,3.97,75.85,97.34,4.97,0.411131335521333,0.4563502689817621,0.5450182742774909,4.707451444968569,75.210495,0.0,0.16086286,0.08043143153190613
Aluminum Packaging,10530.94,28.11,2.620204081632653,79.12,98.26,4.89,0.3849971168896742,0.3864493047715801,0.4029307862165705,4.574266510051667,77.73906,0.03155392099556831,0.12688601,0.07921996558277561
